candidate_number,name_ar,name_en,governorate,party,gender,additional_info
4320,المرشح العراقي 4320,Iraqi Candidate 4320,السليمانية,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4320
4321,المرشح العراقي 4321,Iraqi Candidate 4321,السليمانية,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4321
4322,المرشح العراقي 4322,Iraqi Candidate 4322,القادسية,الفتح,ذكر,معلومات إضافية للمرشح 4322
4323,المرشح العراقي 4323,Iraqi Candidate 4323,كركوك,الفتح,ذكر,معلومات إضافية للمرشح 4323
4324,المرشح العراقي 4324,Iraqi Candidate 4324,ديالى,حركة امتداد,أنثى,معلومات إضافية للمرشح 4324
4325,المرشح العراقي 4325,Iraqi Candidate 4325,ميسان,النصر,ذكر,معلومات إضافية للمرشح 4325
4326,المرشح العراقي 4326,Iraqi Candidate 4326,واسط,تقدم,ذكر,معلومات إضافية للمرشح 4326
4327,المرشح العراقي 4327,Iraqi Candidate 4327,بابل,تقدم,أنثى,معلومات إضافية للمرشح 4327
4328,المرشح العراقي 4328,Iraqi Candidate 4328,بابل,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4328
4329,المرشح العراقي 4329,Iraqi Candidate 4329,الحلة,العزم,أنثى,معلومات إضافية للمرشح 4329
4330,المرشح العراقي 4330,Iraqi Candidate 4330,واسط,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4330
4331,المرشح العراقي 4331,Iraqi Candidate 4331,البصرة,الوطنية,أنثى,معلومات إضافية للمرشح 4331
4332,المرشح العراقي 4332,Iraqi Candidate 4332,أربيل,النصر,أنثى,معلومات إضافية للمرشح 4332
4333,المرشح العراقي 4333,Iraqi Candidate 4333,المثنى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4333
4334,المرشح العراقي 4334,Iraqi Candidate 4334,أربيل,حركة امتداد,ذكر,معلومات إضافية للمرشح 4334
4335,المرشح العراقي 4335,Iraqi Candidate 4335,المثنى,العزم,أنثى,معلومات إضافية للمرشح 4335
4336,المرشح العراقي 4336,Iraqi Candidate 4336,بابل,تقدم,ذكر,معلومات إضافية للمرشح 4336
4337,المرشح العراقي 4337,Iraqi Candidate 4337,المثنى,دولة القانون,أنثى,معلومات إضافية للمرشح 4337
4338,المرشح العراقي 4338,Iraqi Candidate 4338,ذي قار,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4338
4339,المرشح العراقي 4339,Iraqi Candidate 4339,كربلاء,العزم,ذكر,معلومات إضافية للمرشح 4339
4340,المرشح العراقي 4340,Iraqi Candidate 4340,نينوى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4340
4341,المرشح العراقي 4341,Iraqi Candidate 4341,نجف,تحالف عزم,ذكر,معلومات إضافية للمرشح 4341
4342,المرشح العراقي 4342,Iraqi Candidate 4342,السليمانية,سائرون,ذكر,معلومات إضافية للمرشح 4342
4343,المرشح العراقي 4343,Iraqi Candidate 4343,ديالى,النصر,ذكر,معلومات إضافية للمرشح 4343
4344,المرشح العراقي 4344,Iraqi Candidate 4344,نينوى,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4344
4345,المرشح العراقي 4345,Iraqi Candidate 4345,البصرة,سائرون,أنثى,معلومات إضافية للمرشح 4345
4346,المرشح العراقي 4346,Iraqi Candidate 4346,صلاح الدين,تحالف عزم,أنثى,معلومات إضافية للمرشح 4346
4347,المرشح العراقي 4347,Iraqi Candidate 4347,السليمانية,تحالف عزم,ذكر,معلومات إضافية للمرشح 4347
4348,المرشح العراقي 4348,Iraqi Candidate 4348,السليمانية,الفتح,أنثى,معلومات إضافية للمرشح 4348
4349,المرشح العراقي 4349,Iraqi Candidate 4349,واسط,سائرون,أنثى,معلومات إضافية للمرشح 4349
4350,المرشح العراقي 4350,Iraqi Candidate 4350,نينوى,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4350
4351,المرشح العراقي 4351,Iraqi Candidate 4351,السليمانية,تقدم,ذكر,معلومات إضافية للمرشح 4351
4352,المرشح العراقي 4352,Iraqi Candidate 4352,القادسية,الوطنية,ذكر,معلومات إضافية للمرشح 4352
4353,المرشح العراقي 4353,Iraqi Candidate 4353,دهوك,العزم,ذكر,معلومات إضافية للمرشح 4353
4354,المرشح العراقي 4354,Iraqi Candidate 4354,الأنبار,دولة القانون,أنثى,معلومات إضافية للمرشح 4354
4355,المرشح العراقي 4355,Iraqi Candidate 4355,البصرة,الحكمة,ذكر,معلومات إضافية للمرشح 4355
4356,المرشح العراقي 4356,Iraqi Candidate 4356,الأنبار,سائرون,أنثى,معلومات إضافية للمرشح 4356
4357,المرشح العراقي 4357,Iraqi Candidate 4357,بابل,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4357
4358,المرشح العراقي 4358,Iraqi Candidate 4358,الحلة,سائرون,أنثى,معلومات إضافية للمرشح 4358
4359,المرشح العراقي 4359,Iraqi Candidate 4359,ديالى,تقدم,ذكر,معلومات إضافية للمرشح 4359
4360,المرشح العراقي 4360,Iraqi Candidate 4360,بغداد,العزم,ذكر,معلومات إضافية للمرشح 4360
4361,المرشح العراقي 4361,Iraqi Candidate 4361,ديالى,العزم,ذكر,معلومات إضافية للمرشح 4361
4362,المرشح العراقي 4362,Iraqi Candidate 4362,بابل,سائرون,ذكر,معلومات إضافية للمرشح 4362
4363,المرشح العراقي 4363,Iraqi Candidate 4363,الحلة,تقدم,أنثى,معلومات إضافية للمرشح 4363
4364,المرشح العراقي 4364,Iraqi Candidate 4364,البصرة,الوطنية,ذكر,معلومات إضافية للمرشح 4364
4365,المرشح العراقي 4365,Iraqi Candidate 4365,دهوك,الحكمة,ذكر,معلومات إضافية للمرشح 4365
4366,المرشح العراقي 4366,Iraqi Candidate 4366,ذي قار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4366
4367,المرشح العراقي 4367,Iraqi Candidate 4367,كربلاء,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4367
4368,المرشح العراقي 4368,Iraqi Candidate 4368,ديالى,الوطنية,ذكر,معلومات إضافية للمرشح 4368
4369,المرشح العراقي 4369,Iraqi Candidate 4369,بابل,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4369
4370,المرشح العراقي 4370,Iraqi Candidate 4370,البصرة,سائرون,ذكر,معلومات إضافية للمرشح 4370
4371,المرشح العراقي 4371,Iraqi Candidate 4371,صلاح الدين,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4371
4372,المرشح العراقي 4372,Iraqi Candidate 4372,كركوك,تحالف عزم,أنثى,معلومات إضافية للمرشح 4372
4373,المرشح العراقي 4373,Iraqi Candidate 4373,كربلاء,الوطنية,ذكر,معلومات إضافية للمرشح 4373
4374,المرشح العراقي 4374,Iraqi Candidate 4374,دهوك,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4374
4375,المرشح العراقي 4375,Iraqi Candidate 4375,بغداد,تقدم,أنثى,معلومات إضافية للمرشح 4375
4376,المرشح العراقي 4376,Iraqi Candidate 4376,البصرة,حركة امتداد,ذكر,معلومات إضافية للمرشح 4376
4377,المرشح العراقي 4377,Iraqi Candidate 4377,الأنبار,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4377
4378,المرشح العراقي 4378,Iraqi Candidate 4378,الحلة,النصر,ذكر,معلومات إضافية للمرشح 4378
4379,المرشح العراقي 4379,Iraqi Candidate 4379,دهوك,الوطنية,ذكر,معلومات إضافية للمرشح 4379
4380,المرشح العراقي 4380,Iraqi Candidate 4380,القادسية,تقدم,ذكر,معلومات إضافية للمرشح 4380
4381,المرشح العراقي 4381,Iraqi Candidate 4381,الحلة,الحكمة,ذكر,معلومات إضافية للمرشح 4381
4382,المرشح العراقي 4382,Iraqi Candidate 4382,نينوى,سائرون,ذكر,معلومات إضافية للمرشح 4382
4383,المرشح العراقي 4383,Iraqi Candidate 4383,القادسية,دولة القانون,أنثى,معلومات إضافية للمرشح 4383
4384,المرشح العراقي 4384,Iraqi Candidate 4384,كركوك,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4384
4385,المرشح العراقي 4385,Iraqi Candidate 4385,كركوك,دولة القانون,ذكر,معلومات إضافية للمرشح 4385
4386,المرشح العراقي 4386,Iraqi Candidate 4386,كربلاء,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4386
4387,المرشح العراقي 4387,Iraqi Candidate 4387,واسط,دولة القانون,ذكر,معلومات إضافية للمرشح 4387
4388,المرشح العراقي 4388,Iraqi Candidate 4388,السليمانية,دولة القانون,ذكر,معلومات إضافية للمرشح 4388
4389,المرشح العراقي 4389,Iraqi Candidate 4389,كركوك,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 4389
4390,المرشح العراقي 4390,Iraqi Candidate 4390,واسط,الوطنية,ذكر,معلومات إضافية للمرشح 4390
4391,المرشح العراقي 4391,Iraqi Candidate 4391,دهوك,تحالف عزم,ذكر,معلومات إضافية للمرشح 4391
4392,المرشح العراقي 4392,Iraqi Candidate 4392,نجف,الحكمة,أنثى,معلومات إضافية للمرشح 4392
4393,المرشح العراقي 4393,Iraqi Candidate 4393,الأنبار,تقدم,أنثى,معلومات إضافية للمرشح 4393
4394,المرشح العراقي 4394,Iraqi Candidate 4394,ذي قار,دولة القانون,أنثى,معلومات إضافية للمرشح 4394
4395,المرشح العراقي 4395,Iraqi Candidate 4395,القادسية,الحكمة,أنثى,معلومات إضافية للمرشح 4395
4396,المرشح العراقي 4396,Iraqi Candidate 4396,نينوى,تحالف عزم,ذكر,معلومات إضافية للمرشح 4396
4397,المرشح العراقي 4397,Iraqi Candidate 4397,كركوك,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4397
4398,المرشح العراقي 4398,Iraqi Candidate 4398,نينوى,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4398
4399,المرشح العراقي 4399,Iraqi Candidate 4399,ذي قار,النصر,ذكر,معلومات إضافية للمرشح 4399
4400,المرشح العراقي 4400,Iraqi Candidate 4400,نجف,تحالف عزم,أنثى,معلومات إضافية للمرشح 4400
4401,المرشح العراقي 4401,Iraqi Candidate 4401,ديالى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4401
4402,المرشح العراقي 4402,Iraqi Candidate 4402,أربيل,سائرون,ذكر,معلومات إضافية للمرشح 4402
4403,المرشح العراقي 4403,Iraqi Candidate 4403,كركوك,دولة القانون,أنثى,معلومات إضافية للمرشح 4403
4404,المرشح العراقي 4404,Iraqi Candidate 4404,الحلة,تقدم,أنثى,معلومات إضافية للمرشح 4404
4405,المرشح العراقي 4405,Iraqi Candidate 4405,نجف,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4405
4406,المرشح العراقي 4406,Iraqi Candidate 4406,بغداد,الوطنية,أنثى,معلومات إضافية للمرشح 4406
4407,المرشح العراقي 4407,Iraqi Candidate 4407,ذي قار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4407
4408,المرشح العراقي 4408,Iraqi Candidate 4408,البصرة,سائرون,أنثى,معلومات إضافية للمرشح 4408
4409,المرشح العراقي 4409,Iraqi Candidate 4409,كركوك,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4409
4410,المرشح العراقي 4410,Iraqi Candidate 4410,الحلة,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4410
4411,المرشح العراقي 4411,Iraqi Candidate 4411,القادسية,تحالف عزم,أنثى,معلومات إضافية للمرشح 4411
4412,المرشح العراقي 4412,Iraqi Candidate 4412,ديالى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4412
4413,المرشح العراقي 4413,Iraqi Candidate 4413,كربلاء,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4413
4414,المرشح العراقي 4414,Iraqi Candidate 4414,دهوك,الفتح,أنثى,معلومات إضافية للمرشح 4414
4415,المرشح العراقي 4415,Iraqi Candidate 4415,القادسية,حركة امتداد,ذكر,معلومات إضافية للمرشح 4415
4416,المرشح العراقي 4416,Iraqi Candidate 4416,دهوك,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4416
4417,المرشح العراقي 4417,Iraqi Candidate 4417,السليمانية,النصر,ذكر,معلومات إضافية للمرشح 4417
4418,المرشح العراقي 4418,Iraqi Candidate 4418,ديالى,تحالف عزم,أنثى,معلومات إضافية للمرشح 4418
4419,المرشح العراقي 4419,Iraqi Candidate 4419,واسط,الفتح,ذكر,معلومات إضافية للمرشح 4419
4420,المرشح العراقي 4420,Iraqi Candidate 4420,ديالى,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4420
4421,المرشح العراقي 4421,Iraqi Candidate 4421,بابل,سائرون,ذكر,معلومات إضافية للمرشح 4421
4422,المرشح العراقي 4422,Iraqi Candidate 4422,القادسية,تقدم,أنثى,معلومات إضافية للمرشح 4422
4423,المرشح العراقي 4423,Iraqi Candidate 4423,ذي قار,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 4423
4424,المرشح العراقي 4424,Iraqi Candidate 4424,ديالى,الوطنية,ذكر,معلومات إضافية للمرشح 4424
4425,المرشح العراقي 4425,Iraqi Candidate 4425,الأنبار,العزم,أنثى,معلومات إضافية للمرشح 4425
4426,المرشح العراقي 4426,Iraqi Candidate 4426,البصرة,الحكمة,أنثى,معلومات إضافية للمرشح 4426
4427,المرشح العراقي 4427,Iraqi Candidate 4427,السليمانية,حركة امتداد,ذكر,معلومات إضافية للمرشح 4427
4428,المرشح العراقي 4428,Iraqi Candidate 4428,القادسية,النصر,أنثى,معلومات إضافية للمرشح 4428
4429,المرشح العراقي 4429,Iraqi Candidate 4429,نينوى,الفتح,ذكر,معلومات إضافية للمرشح 4429
4430,المرشح العراقي 4430,Iraqi Candidate 4430,صلاح الدين,النصر,أنثى,معلومات إضافية للمرشح 4430
4431,المرشح العراقي 4431,Iraqi Candidate 4431,أربيل,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4431
4432,المرشح العراقي 4432,Iraqi Candidate 4432,نجف,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4432
4433,المرشح العراقي 4433,Iraqi Candidate 4433,السليمانية,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4433
4434,المرشح العراقي 4434,Iraqi Candidate 4434,الحلة,النصر,ذكر,معلومات إضافية للمرشح 4434
4435,المرشح العراقي 4435,Iraqi Candidate 4435,القادسية,الحكمة,ذكر,معلومات إضافية للمرشح 4435
4436,المرشح العراقي 4436,Iraqi Candidate 4436,المثنى,حركة امتداد,أنثى,معلومات إضافية للمرشح 4436
4437,المرشح العراقي 4437,Iraqi Candidate 4437,الأنبار,الحكمة,ذكر,معلومات إضافية للمرشح 4437
4438,المرشح العراقي 4438,Iraqi Candidate 4438,واسط,تقدم,ذكر,معلومات إضافية للمرشح 4438
4439,المرشح العراقي 4439,Iraqi Candidate 4439,السليمانية,تحالف عزم,ذكر,معلومات إضافية للمرشح 4439
4440,المرشح العراقي 4440,Iraqi Candidate 4440,ذي قار,تحالف عزم,أنثى,معلومات إضافية للمرشح 4440
4441,المرشح العراقي 4441,Iraqi Candidate 4441,نينوى,تقدم,ذكر,معلومات إضافية للمرشح 4441
4442,المرشح العراقي 4442,Iraqi Candidate 4442,أربيل,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4442
4443,المرشح العراقي 4443,Iraqi Candidate 4443,بابل,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4443
4444,المرشح العراقي 4444,Iraqi Candidate 4444,ميسان,سائرون,ذكر,معلومات إضافية للمرشح 4444
4445,المرشح العراقي 4445,Iraqi Candidate 4445,البصرة,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4445
4446,المرشح العراقي 4446,Iraqi Candidate 4446,واسط,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4446
4447,المرشح العراقي 4447,Iraqi Candidate 4447,نجف,حركة امتداد,أنثى,معلومات إضافية للمرشح 4447
4448,المرشح العراقي 4448,Iraqi Candidate 4448,القادسية,دولة القانون,ذكر,معلومات إضافية للمرشح 4448
4449,المرشح العراقي 4449,Iraqi Candidate 4449,نجف,تقدم,أنثى,معلومات إضافية للمرشح 4449
4450,المرشح العراقي 4450,Iraqi Candidate 4450,ميسان,تقدم,ذكر,معلومات إضافية للمرشح 4450
4451,المرشح العراقي 4451,Iraqi Candidate 4451,نينوى,دولة القانون,أنثى,معلومات إضافية للمرشح 4451
4452,المرشح العراقي 4452,Iraqi Candidate 4452,كركوك,تحالف عزم,أنثى,معلومات إضافية للمرشح 4452
4453,المرشح العراقي 4453,Iraqi Candidate 4453,نينوى,النصر,ذكر,معلومات إضافية للمرشح 4453
4454,المرشح العراقي 4454,Iraqi Candidate 4454,البصرة,النصر,أنثى,معلومات إضافية للمرشح 4454
4455,المرشح العراقي 4455,Iraqi Candidate 4455,أربيل,تقدم,أنثى,معلومات إضافية للمرشح 4455
4456,المرشح العراقي 4456,Iraqi Candidate 4456,صلاح الدين,النصر,أنثى,معلومات إضافية للمرشح 4456
4457,المرشح العراقي 4457,Iraqi Candidate 4457,الأنبار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4457
4458,المرشح العراقي 4458,Iraqi Candidate 4458,السليمانية,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4458
4459,المرشح العراقي 4459,Iraqi Candidate 4459,السليمانية,حركة امتداد,أنثى,معلومات إضافية للمرشح 4459
4460,المرشح العراقي 4460,Iraqi Candidate 4460,القادسية,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4460
4461,المرشح العراقي 4461,Iraqi Candidate 4461,ديالى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4461
4462,المرشح العراقي 4462,Iraqi Candidate 4462,الحلة,الوطنية,أنثى,معلومات إضافية للمرشح 4462
4463,المرشح العراقي 4463,Iraqi Candidate 4463,بابل,تحالف عزم,ذكر,معلومات إضافية للمرشح 4463
4464,المرشح العراقي 4464,Iraqi Candidate 4464,البصرة,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4464
4465,المرشح العراقي 4465,Iraqi Candidate 4465,الحلة,تقدم,ذكر,معلومات إضافية للمرشح 4465
4466,المرشح العراقي 4466,Iraqi Candidate 4466,نينوى,تحالف عزم,أنثى,معلومات إضافية للمرشح 4466
4467,المرشح العراقي 4467,Iraqi Candidate 4467,بغداد,النصر,ذكر,معلومات إضافية للمرشح 4467
4468,المرشح العراقي 4468,Iraqi Candidate 4468,القادسية,حركة امتداد,ذكر,معلومات إضافية للمرشح 4468
4469,المرشح العراقي 4469,Iraqi Candidate 4469,أربيل,النصر,أنثى,معلومات إضافية للمرشح 4469
4470,المرشح العراقي 4470,Iraqi Candidate 4470,صلاح الدين,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4470
4471,المرشح العراقي 4471,Iraqi Candidate 4471,كركوك,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4471
4472,المرشح العراقي 4472,Iraqi Candidate 4472,كركوك,النصر,أنثى,معلومات إضافية للمرشح 4472
4473,المرشح العراقي 4473,Iraqi Candidate 4473,ميسان,تحالف عزم,أنثى,معلومات إضافية للمرشح 4473
4474,المرشح العراقي 4474,Iraqi Candidate 4474,نينوى,الحكمة,ذكر,معلومات إضافية للمرشح 4474
4475,المرشح العراقي 4475,Iraqi Candidate 4475,أربيل,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4475
4476,المرشح العراقي 4476,Iraqi Candidate 4476,بابل,العزم,أنثى,معلومات إضافية للمرشح 4476
4477,المرشح العراقي 4477,Iraqi Candidate 4477,السليمانية,الحكمة,ذكر,معلومات إضافية للمرشح 4477
4478,المرشح العراقي 4478,Iraqi Candidate 4478,ديالى,العزم,أنثى,معلومات إضافية للمرشح 4478
4479,المرشح العراقي 4479,Iraqi Candidate 4479,نجف,الحكمة,ذكر,معلومات إضافية للمرشح 4479
4480,المرشح العراقي 4480,Iraqi Candidate 4480,نجف,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4480
4481,المرشح العراقي 4481,Iraqi Candidate 4481,نجف,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4481
4482,المرشح العراقي 4482,Iraqi Candidate 4482,بغداد,حركة امتداد,أنثى,معلومات إضافية للمرشح 4482
4483,المرشح العراقي 4483,Iraqi Candidate 4483,كربلاء,تقدم,أنثى,معلومات إضافية للمرشح 4483
4484,المرشح العراقي 4484,Iraqi Candidate 4484,بابل,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4484
4485,المرشح العراقي 4485,Iraqi Candidate 4485,أربيل,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4485
4486,المرشح العراقي 4486,Iraqi Candidate 4486,البصرة,العزم,أنثى,معلومات إضافية للمرشح 4486
4487,المرشح العراقي 4487,Iraqi Candidate 4487,صلاح الدين,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4487
4488,المرشح العراقي 4488,Iraqi Candidate 4488,ذي قار,تقدم,ذكر,معلومات إضافية للمرشح 4488
4489,المرشح العراقي 4489,Iraqi Candidate 4489,صلاح الدين,النصر,أنثى,معلومات إضافية للمرشح 4489
4490,المرشح العراقي 4490,Iraqi Candidate 4490,كربلاء,العزم,أنثى,معلومات إضافية للمرشح 4490
4491,المرشح العراقي 4491,Iraqi Candidate 4491,نجف,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 4491
4492,المرشح العراقي 4492,Iraqi Candidate 4492,المثنى,العزم,أنثى,معلومات إضافية للمرشح 4492
4493,المرشح العراقي 4493,Iraqi Candidate 4493,ميسان,الحكمة,ذكر,معلومات إضافية للمرشح 4493
4494,المرشح العراقي 4494,Iraqi Candidate 4494,نجف,النصر,أنثى,معلومات إضافية للمرشح 4494
4495,المرشح العراقي 4495,Iraqi Candidate 4495,نجف,العزم,ذكر,معلومات إضافية للمرشح 4495
4496,المرشح العراقي 4496,Iraqi Candidate 4496,الأنبار,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4496
4497,المرشح العراقي 4497,Iraqi Candidate 4497,الأنبار,الحكمة,أنثى,معلومات إضافية للمرشح 4497
4498,المرشح العراقي 4498,Iraqi Candidate 4498,ديالى,حركة امتداد,أنثى,معلومات إضافية للمرشح 4498
4499,المرشح العراقي 4499,Iraqi Candidate 4499,نجف,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4499
4500,المرشح العراقي 4500,Iraqi Candidate 4500,ذي قار,تحالف عزم,أنثى,معلومات إضافية للمرشح 4500
4501,المرشح العراقي 4501,Iraqi Candidate 4501,بابل,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4501
4502,المرشح العراقي 4502,Iraqi Candidate 4502,الأنبار,الحكمة,أنثى,معلومات إضافية للمرشح 4502
4503,المرشح العراقي 4503,Iraqi Candidate 4503,ديالى,العزم,أنثى,معلومات إضافية للمرشح 4503
4504,المرشح العراقي 4504,Iraqi Candidate 4504,القادسية,العزم,ذكر,معلومات إضافية للمرشح 4504
4505,المرشح العراقي 4505,Iraqi Candidate 4505,دهوك,النصر,ذكر,معلومات إضافية للمرشح 4505
4506,المرشح العراقي 4506,Iraqi Candidate 4506,واسط,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4506
4507,المرشح العراقي 4507,Iraqi Candidate 4507,الأنبار,العزم,ذكر,معلومات إضافية للمرشح 4507
4508,المرشح العراقي 4508,Iraqi Candidate 4508,ديالى,دولة القانون,أنثى,معلومات إضافية للمرشح 4508
4509,المرشح العراقي 4509,Iraqi Candidate 4509,الحلة,الحكمة,أنثى,معلومات إضافية للمرشح 4509
4510,المرشح العراقي 4510,Iraqi Candidate 4510,كركوك,الفتح,ذكر,معلومات إضافية للمرشح 4510
4511,المرشح العراقي 4511,Iraqi Candidate 4511,بغداد,حركة امتداد,ذكر,معلومات إضافية للمرشح 4511
4512,المرشح العراقي 4512,Iraqi Candidate 4512,الحلة,دولة القانون,ذكر,معلومات إضافية للمرشح 4512
4513,المرشح العراقي 4513,Iraqi Candidate 4513,بغداد,النصر,أنثى,معلومات إضافية للمرشح 4513
4514,المرشح العراقي 4514,Iraqi Candidate 4514,السليمانية,الحكمة,أنثى,معلومات إضافية للمرشح 4514
4515,المرشح العراقي 4515,Iraqi Candidate 4515,بغداد,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4515
4516,المرشح العراقي 4516,Iraqi Candidate 4516,الأنبار,الحكمة,أنثى,معلومات إضافية للمرشح 4516
4517,المرشح العراقي 4517,Iraqi Candidate 4517,نينوى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4517
4518,المرشح العراقي 4518,Iraqi Candidate 4518,دهوك,حركة امتداد,ذكر,معلومات إضافية للمرشح 4518
4519,المرشح العراقي 4519,Iraqi Candidate 4519,الأنبار,دولة القانون,ذكر,معلومات إضافية للمرشح 4519
4520,المرشح العراقي 4520,Iraqi Candidate 4520,دهوك,الفتح,أنثى,معلومات إضافية للمرشح 4520
4521,المرشح العراقي 4521,Iraqi Candidate 4521,أربيل,تقدم,أنثى,معلومات إضافية للمرشح 4521
4522,المرشح العراقي 4522,Iraqi Candidate 4522,بابل,تحالف عزم,ذكر,معلومات إضافية للمرشح 4522
4523,المرشح العراقي 4523,Iraqi Candidate 4523,الحلة,حركة امتداد,أنثى,معلومات إضافية للمرشح 4523
4524,المرشح العراقي 4524,Iraqi Candidate 4524,الحلة,الفتح,ذكر,معلومات إضافية للمرشح 4524
4525,المرشح العراقي 4525,Iraqi Candidate 4525,الحلة,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 4525
4526,المرشح العراقي 4526,Iraqi Candidate 4526,نجف,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 4526
4527,المرشح العراقي 4527,Iraqi Candidate 4527,كربلاء,الفتح,ذكر,معلومات إضافية للمرشح 4527
4528,المرشح العراقي 4528,Iraqi Candidate 4528,ميسان,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4528
4529,المرشح العراقي 4529,Iraqi Candidate 4529,الأنبار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 4529
4530,المرشح العراقي 4530,Iraqi Candidate 4530,نينوى,النصر,أنثى,معلومات إضافية للمرشح 4530
4531,المرشح العراقي 4531,Iraqi Candidate 4531,أربيل,النصر,أنثى,معلومات إضافية للمرشح 4531
4532,المرشح العراقي 4532,Iraqi Candidate 4532,بغداد,تحالف السيادة,ذكر,معلومات إضافية للمرشح 4532
4533,المرشح العراقي 4533,Iraqi Candidate 4533,القادسية,الحكمة,أنثى,معلومات إضافية للمرشح 4533
4534,المرشح العراقي 4534,Iraqi Candidate 4534,القادسية,الحكمة,أنثى,معلومات إضافية للمرشح 4534
4535,المرشح العراقي 4535,Iraqi Candidate 4535,ديالى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 4535
4536,المرشح العراقي 4536,Iraqi Candidate 4536,بابل,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4536
4537,المرشح العراقي 4537,Iraqi Candidate 4537,أربيل,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 4537
4538,المرشح العراقي 4538,Iraqi Candidate 4538,واسط,تحالف السيادة,أنثى,معلومات إضافية للمرشح 4538
